Transaction_ID,Date,Time,Sender_ID,Receiver_ID,Sender_Country,Receiver_Country,Payment_Method,Transaction_Amount,Transaction_Currency,Transaction_Velocity,Unusual_Time,Multiple_Currency_Conversions,Repeated_Failed_Attempts,Is_Fraudulent,Is_Known_Fraudster,Is_Sanctioned_Entity,Suspicion_Score,Is_Suspicious,Suspicion_Reasons,VPN_Usage,IP_Address_Change,Is_New_Device,Is_New_Location,Fraud_Type
c51dd291-e678-446f-a405-caa4ebf1dfc5,2024-03-30,15:42:08,1b8a34da-a9d1-45fb-b95d-a0bca4bcf94d,b2a9c6bd-4e3f-477b-b6e6-ac971d6e1dac,Japan,Japan,PayPal,109044.52,JPY,9,False,True,6,True,False,False,0.5060287803262762,True,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Rapid Large Transfers
d370b961-a541-4c85-bf6a-77cf96ae0729,2024-06-23,03:22:41,4ab2f1b7-70a5-4e2f-b823-4267cd02d0ae,ac185e65-fb1b-49d8-9bc1-ce445f269f05,Australia,UK,Cryptocurrency,23077.64,AUD,9,False,True,4,True,False,False,0.3880705735186067,False,High Transaction Velocity,False,False,False,False,Cross-border FX Risk
9c3f7425-9c1e-403b-bf62-07c274d9ac20,2023-11-20,08:08:52,9197242a-49c3-488b-a0fd-6046663f7029,6d53633d-1f75-421d-8faf-1d0925e4cce9,Canada,USA,PayPal,64812.28,CAD,7,False,False,6,True,False,False,0.3657372035077418,False,High Transaction Velocity,False,False,False,False,Credential Stuffing/Brute Force
97eed4ad-55e5-4787-8fb9-aefa8cbf0b4b,2024-06-24,14:09:51,09118bbe-efde-48b5-b74f-c4f1639930b9,7074b9f6-b5eb-4025-aac8-3a8280fb4eb7,Netherlands,UK,PayPal,67549.98,EUR,11,True,False,2,True,False,False,0.32411209554147985,False,High Transaction Velocity,False,False,False,False,Rapid Large Transfers
072b383c-56ff-46f8-a650-c23d2dfdd28e,2024-07-18,05:27:39,1b9a2181-206b-47b9-bdde-dc0b3d0585d1,f44d31ac-f844-454b-9491-36200aab6685,Canada,Netherlands,Skrill,88033.89,CAD,6,False,True,7,True,False,False,0.3948580276362676,False,High Transaction Velocity,False,False,False,False,Cross-border FX Risk
8faa5b06-3972-430d-b071-314eb89f77e6,2024-01-11,03:18:46,e0c551cc-2efe-427a-a583-35c8cb0632a4,79c7aad7-ee3b-4f94-9467-44da6c1c451d,USA,Brazil,UPI,161026.0,USD,4,True,False,2,True,True,False,0.33314913414198033,False,"High Transaction Amount, Known fraudster involved",False,False,False,False,Known Fraudster
284b0a74-5600-4262-9bcf-37fbe3c55bbc,2024-07-06,15:38:33,0df6d8f8-e9cc-4ebd-8b0f-7d25f0410c68,a85a4b40-eae9-4b2c-a59a-cf7c4882a3ea,Canada,India,Skrill,179096.53,CAD,5,True,True,0,True,False,False,0.4072958472488985,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Cross-border FX Risk
4b92b7cc-90a7-418b-8c7a-43cf3eaa021a,2024-04-06,08:38:23,bb2cc5da-dbb0-4916-bab5-162c45b6c626,b41aff7b-8ed5-45d1-aff2-d0245a480701,Brazil,Brazil,Skrill,151527.33,BRL,8,False,True,4,True,False,False,0.4998806185663501,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Rapid Large Transfers
36c4fe1b-05ba-4e23-8a24-67a6ebd7c493,2024-03-31,17:50:24,27d98c6a-78dd-48a0-9eb4-27e7f1ccaa10,7d1217c1-dbfe-4ad4-9f7e-cc5d28574739,Canada,France,Cryptocurrency,50985.98,CAD,8,False,False,3,True,True,False,0.3326104079700022,False,"High Transaction Velocity, Known fraudster involved",False,False,False,False,Known Fraudster
4939a581-463c-4926-9ec1-9f53027738f1,2024-05-18,10:38:51,2b48c5fb-8978-4017-8374-479b49e841d8,f04e37d6-d9c7-43bb-9456-39155bb54930,India,India,Skrill,157981.86,INR,4,False,True,4,True,False,False,0.39574258315279237,False,High Transaction Amount,False,False,False,False,Credential Stuffing/Brute Force
26d944ad-5f9a-428c-9bf3-e1b410a75781,2024-09-07,03:53:50,2484c0b7-5f3b-45a1-bcb1-c3971681a9e0,aac5d3fe-2013-4e28-acfd-91eb9ab22a40,France,Netherlands,UPI,156368.43,EUR,8,False,False,3,True,False,False,0.47808959456489625,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Rapid Large Transfers
074c3fbb-3b2c-4cd0-be14-7e7b652a8d36,2024-08-17,05:55:20,5838499f-a3a5-40d7-ac36-b00059f14ca5,e7c832e2-47e8-442c-82c3-3f20cddaba34,Brazil,USA,Cryptocurrency,95379.92,BRL,7,True,True,5,True,False,False,0.42740954293147515,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Cross-border FX Risk
33a8d429-5627-4bf7-8104-d39efd2f52bb,2024-06-29,19:35:37,8c3fcd0a-5156-44c6-9b26-388db5bbc622,eafd50f6-0f6b-496a-b27c-66dc2a62a2fe,France,Australia,Skrill,186747.24,EUR,3,True,True,5,True,False,False,0.4179100948242702,False,High Transaction Amount,False,False,False,False,Cross-border FX Risk
77905d93-c3ef-4b75-9511-3fc83e31ed08,2024-03-12,21:01:06,08059769-74e4-4f70-8f9d-522f4a710ba4,e99af9fb-e757-45a4-bbdb-f321d4f7fa1a,Germany,USA,Skrill,48994.54,EUR,13,True,False,2,True,False,False,0.3260268427859883,False,High Transaction Velocity,False,False,False,False,Rapid Large Transfers
9d03a89f-9794-4491-847c-0440d59baad2,2024-05-31,12:18:18,3b66d608-6a49-4cec-9a0b-637e7d9f5359,3ef1d8bc-4b70-49b9-9fb4-f5d2aff5e434,Canada,France,bank transfer,7337.42,CAD,6,True,False,2,True,False,False,0.32511533681992133,False,High Transaction Velocity,False,False,False,False,Odd-hour Activity
070e1304-367a-4e54-a5a9-c9dc12eacd58,2024-04-12,23:52:41,00870bba-293a-4dfd-a559-360698c89099,f59693e0-f0e6-461e-b1f3-a66ee194049f,Canada,Canada,Skrill,38151.0,CAD,13,False,False,1,True,False,False,0.29059455978246135,False,High Transaction Velocity,False,False,False,False,Rapid Large Transfers
df01fe73-cc0a-4d2c-abcc-e49ad3286184,2024-08-20,13:47:17,7fae86ef-9508-4695-8ee9-0fadc118320d,52980e99-ba3b-4629-b1b9-3a625c341355,UK,USA,Payoneer,39615.4,GBP,6,False,True,4,True,False,False,0.3934941842264046,False,High Transaction Velocity,False,False,False,False,Cross-border FX Risk
781fc79f-64ea-4a82-9d57-ebe717d573f0,2024-07-06,09:06:45,a2f3eacd-86a9-42ba-9184-c04ef5253531,127c21b0-c453-481b-bd80-3b508785b33a,Canada,USA,Skrill,64910.99,CAD,13,True,False,4,True,False,False,0.3999891912664716,False,High Transaction Velocity,False,False,False,False,Rapid Large Transfers
2dfeea3d-779d-460a-a3f5-b8eaf46654d2,2024-01-08,15:53:41,7162c897-8300-4238-aba5-3110d4723ad6,de9510ab-9090-40ab-9712-b80c6571637d,Canada,Japan,PayPal,54047.94,CAD,6,True,False,0,True,False,False,0.3186417482596477,False,High Transaction Velocity,False,False,False,False,Odd-hour Activity
e3642fb5-e82d-42de-87b5-6c59dece9a34,2024-04-16,12:31:26,c94f664b-bfa1-4420-9755-6cdc935f8699,046668a5-1e2c-4969-b252-353b9b159f59,USA,Germany,bank transfer,150386.6,USD,5,False,False,5,True,False,False,0.40604870675665483,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Credential Stuffing/Brute Force
91608adc-b8ad-4c80-9361-2286fac04c88,2024-02-08,04:32:46,91d3e805-b570-4f9c-9478-e1d0ef649ba8,705611f5-0891-4de0-a001-369451f4ce67,Australia,Brazil,Cryptocurrency,106815.55,AUD,12,False,False,3,True,False,False,0.45844745312751967,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Rapid Large Transfers
e3c04a58-f067-4691-b66e-c09be91d2bd2,2024-02-09,16:36:29,0541ec29-2502-4a78-9479-a235ae979376,c4e46004-4f4d-475e-abcf-25fa39a972fb,Canada,Australia,PayPal,158776.23,CAD,11,True,False,5,True,False,False,0.49077294459611437,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Rapid Large Transfers
c6740405-0a38-4303-8992-eb88b3e9d8f9,2024-07-02,12:28:34,463d0469-9cf7-422b-a1f8-7bc4c02200e9,18441156-5523-4266-8e0b-9b16a1c3e917,Australia,Brazil,Cryptocurrency,153060.85,AUD,9,True,False,2,True,False,False,0.4382572781849467,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Rapid Large Transfers
e642437d-d5dd-4a44-9d47-a819d6e7f17f,2024-04-20,08:48:18,b34a2a21-c9e6-4c96-8336-69fb76fb8e62,7af50f3c-ddd4-4204-99a9-6161f0150970,India,France,PayPal,92689.98,INR,8,True,False,5,True,False,False,0.39333084192219286,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Rapid Large Transfers
cb71bf45-a0c5-4f7d-b95c-9cb7d69d432f,2024-01-16,21:41:37,03940089-9af6-496b-9309-92b0d2a4215b,1c09aaa3-9ed9-4be5-9845-6ef433c5b4cf,Australia,Netherlands,Cryptocurrency,15338.93,AUD,9,False,False,0,True,False,False,0.28599772774261245,False,High Transaction Velocity,False,False,False,False,Rapid Large Transfers
a44038a1-6ab1-462e-9795-7e1208f38cfc,2024-01-02,02:23:06,76d7e6a7-8122-4733-8f16-95b42ef21933,4a2368d8-f501-4f71-908e-fb2d0671ce54,Canada,Germany,PayPal,182636.76,CAD,9,False,False,4,True,False,False,0.47903413799914557,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Rapid Large Transfers
c29c359a-0c02-4f1c-b07b-c5309a09a887,2023-10-31,16:56:17,7aecfb5b-64ba-4117-85ea-dd4dba5feb4f,9a489021-5962-4313-b005-798cc8ccec59,Brazil,Germany,UPI,44671.4,BRL,6,True,True,0,True,False,False,0.34778692263106803,False,High Transaction Velocity,False,False,False,False,Cross-border FX Risk
20d57647-0fd5-44aa-93a6-575e416230a6,2023-12-01,18:03:21,f9cb7683-11e1-44d1-b400-51c9822fee31,bcfcbe22-ead7-49bb-b1d0-023ab87f1a0b,Japan,Netherlands,Payoneer,159871.13,JPY,6,True,False,3,True,False,False,0.4990249987104571,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Credential Stuffing/Brute Force
64f76da3-593b-4ade-8bce-147e7bb9983d,2023-12-12,03:56:20,c80d99e3-2dee-4006-8e72-f0376f7911e4,1bb66c68-78ce-46d8-a605-ac213623704a,Germany,Canada,PayPal,75214.62,EUR,11,True,True,3,True,False,False,0.4147958906674232,False,High Transaction Velocity,False,False,False,False,Cross-border FX Risk
0d2e19a4-5bf4-42a1-a18a-9f6d179d8ecd,2024-09-03,07:54:12,1a026b02-27cd-4849-8153-e614a0916b65,10117eda-a973-4346-bfda-2d5a515e1f91,Brazil,Germany,Cryptocurrency,170195.36,BRL,11,True,False,3,True,False,False,0.5003845451731165,True,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Rapid Large Transfers
6c461924-ff10-43b2-a324-aec49028696f,2024-04-11,22:51:19,28c6a6e9-bbf2-4055-9568-c940387fc6fb,23b4e60b-83fa-49e5-bf96-c411fc01dd93,Brazil,Netherlands,Payoneer,28355.59,BRL,7,True,True,1,True,False,False,0.3501843475611548,False,High Transaction Velocity,False,False,False,False,Cross-border FX Risk
d8f0c2b6-8d68-4f52-8202-d5c74e0ba800,2024-02-27,14:08:54,e4828fa7-9e16-499b-82c6-e1d3b5c3422d,2b8492ac-14be-45f1-9815-16b9edd44b58,Netherlands,Japan,Cryptocurrency,129002.53,EUR,8,False,True,2,True,False,False,0.4505840020850512,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Cross-border FX Risk
17648ba6-a0db-4c70-963f-40c2eb651ca8,2023-12-30,18:21:24,83845f40-a235-4b85-8393-fe875c3648af,1d1b1a02-9ad3-476f-9d5e-2ad6bdbb643a,Canada,Brazil,Payoneer,126915.99,CAD,9,True,False,0,True,False,False,0.43360256127334407,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Rapid Large Transfers
2d937ac2-dee6-4a74-a6b7-50deb0c2ae3b,2024-10-14,14:02:18,b13fe74e-db0a-4578-b840-33f925d791d1,d42a6d36-218e-4cf6-b4c0-7c4418cab997,Canada,USA,Cryptocurrency,187600.23,CAD,10,True,False,7,True,False,False,0.4975662819114884,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Rapid Large Transfers
fb3d10e6-47cc-4258-987b-20c51c6f4e11,2024-04-19,17:04:30,15f5161a-48ee-4b69-994b-e027d44a9901,2a8e30ab-8536-4a27-a464-54450c46c83d,UK,Brazil,bank transfer,168542.1,GBP,6,False,False,2,True,False,False,0.4133464139728353,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Low-Risk
c296018b-5753-469c-b417-9592e6de2eb7,2024-05-16,07:23:51,9c540431-dd34-43a7-adfc-f48d6015eb45,f26b3a2e-24e7-4c2f-8f0c-4122edfc62a9,Netherlands,Australia,Cryptocurrency,156131.53,EUR,8,True,False,1,True,False,False,0.4362759627932537,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Rapid Large Transfers
171cdfa9-622a-4f57-b649-0d0ff48cb6c6,2024-05-30,22:48:56,ca65467a-1967-401b-b5bc-487e7c4ce056,d3f97fc8-17bd-4ee1-8a91-47997bb10e0c,Canada,France,UPI,130964.91,CAD,7,True,False,0,True,False,False,0.42687937782584945,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Odd-hour Activity
0a5ca287-32da-49ea-8d21-3649f1b657f3,2024-06-16,00:31:48,e6598f0c-1964-405a-bacf-39577598ec65,d61e0808-7559-4951-80b2-5f74aa3eeb81,Brazil,Canada,Cryptocurrency,70943.94,BRL,10,True,False,4,True,False,False,0.40171264908126275,False,High Transaction Velocity,False,False,False,False,Rapid Large Transfers
a50bdbcb-26bd-49e4-87d0-27fbfadcc09f,2024-03-10,04:04:06,c9310d96-d631-43fc-bacc-42e6ea6c3905,782a1cad-8bf8-4358-982b-f22285ea330c,Japan,UK,bank transfer,161057.37,JPY,16,False,False,1,True,False,False,0.4067985782286151,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Rapid Large Transfers
023aa7d6-fd86-4575-9f99-8118c04bea46,2023-11-13,17:23:21,81ca15da-71e6-45a1-bf36-3e4e74e86d31,9e39ae51-fad8-4643-add5-3d4a6a7f63ba,Australia,Brazil,Skrill,62855.84,AUD,7,True,False,4,True,False,False,0.39195245501174514,False,High Transaction Velocity,False,False,False,False,Credential Stuffing/Brute Force
7fa852ec-b353-4cff-9bac-01bde8ceffab,2023-11-28,02:02:43,db08a74e-3208-4696-b785-a16ba43d6140,f9ac5e7e-0690-440c-b08e-f6d5e4395fa1,Canada,Japan,Skrill,171875.38,CAD,11,True,False,2,True,True,False,0.4147708526561943,False,"High Transaction Amount, High Transaction Velocity, Known fraudster involved",False,False,False,False,Known Fraudster
c6a94b34-d1e9-48e0-b736-260f900019bf,2023-12-12,13:58:29,f305c9bb-fbd2-4da5-b308-3e639fbb1e4e,f0fbeaed-30bc-48b1-bdec-984b7f8fff2e,Germany,UK,Skrill,183744.37,EUR,10,True,False,2,True,False,False,0.4405412938717302,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Rapid Large Transfers
826f1eaf-810a-4370-b267-13b31017f673,2024-06-18,07:50:39,3193312f-01ef-4f95-97ec-e374e068c660,81c2c558-5b65-424f-bfaf-fcfb9f026756,USA,India,Skrill,56734.22,USD,11,False,False,5,True,False,False,0.3689671629426205,False,High Transaction Velocity,False,False,False,False,Rapid Large Transfers
56999456-1320-41ff-8afd-aaf3301d8060,2023-12-10,13:24:32,f6b53735-828c-4419-b52f-50abbefce150,c49c8255-fafa-43c8-9987-b66b681492d5,Japan,Brazil,Cryptocurrency,62809.64,JPY,4,True,True,5,True,False,False,0.32823025583928905,False,Unknown,False,False,False,False,Cross-border FX Risk
527940c5-df70-469e-8918-7493eeebce26,2024-01-04,18:50:36,8f4b3aa1-346c-4411-bcc8-bb6ddd01c13a,d751930c-56c0-42bc-bdf4-fa4e3128ca36,Australia,Brazil,Skrill,196532.97,AUD,6,False,False,0,True,False,False,0.3995924406905966,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Low-Risk
f9750909-f608-4628-bbdb-e00b9454862b,2024-02-18,06:42:52,01a51aca-8bc2-45ac-9f8f-a47e9108869a,744f39b5-ab0c-4624-a0dd-b7a3fededf3e,Brazil,France,Skrill,113904.36,BRL,4,True,False,1,True,False,False,0.3286156643529835,False,High Transaction Amount,False,False,False,False,Odd-hour Activity
9185eb9f-2289-40fc-96d5-3db5a1a88820,2024-08-06,17:27:39,27f3cf9b-df3c-4428-a554-9959b75a895d,2adb119a-066f-496c-b805-b933bf0498c7,France,Germany,Cryptocurrency,162460.64,EUR,9,True,False,3,True,False,False,0.502473911034456,True,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Rapid Large Transfers
bb1fbec0-7473-4db7-af0b-71cabdcec056,2023-12-05,06:44:22,3af6ef38-5c42-45fc-a96e-dd9f5deb494c,aed6d7ff-53d0-42ef-93bb-fa27ac6f7c4f,USA,UK,Skrill,146667.76,USD,6,False,False,0,True,False,False,0.4027171162151557,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Low-Risk
9384554f-01d6-4eaf-89cb-97b7634cff3a,2024-09-01,11:35:16,584ea433-6a8d-4c03-bc57-f36ad0683be3,2289a900-f551-42a7-963e-86e4b67f03d9,UK,Canada,bank transfer,108360.28,GBP,3,True,True,5,True,False,False,0.4288283172890467,False,High Transaction Amount,False,False,False,False,Cross-border FX Risk
6167a9ff-b657-4589-bcb3-453b965adad5,2024-08-16,19:01:36,ad83c19f-fa46-4012-a272-b502be8508ce,6692aa74-9a42-4647-a3db-522413258a1a,Germany,Germany,PayPal,34520.21,EUR,9,True,True,0,True,False,False,0.3556311876474114,False,High Transaction Velocity,False,False,False,False,Rapid Large Transfers
67732ca9-5dfb-4f42-9517-fa2a5e32f8bf,2024-09-01,23:17:59,c6fbfdb0-5db5-4ba8-814b-9460a23225bc,ba3c1021-20f0-49bc-b095-821e6a26dcb2,Japan,Canada,Payoneer,106335.71,JPY,4,True,False,0,True,True,False,0.32237476326505143,False,"High Transaction Amount, Known fraudster involved",False,False,False,False,Known Fraudster
e1aa2f2b-727c-4b6f-be7a-0b231c509f1b,2024-08-21,12:18:02,56294270-b38a-4780-a4a5-da29980aac01,a7b4abed-53aa-4a4f-9b7d-5b5489588199,Australia,Japan,bank transfer,156988.17,AUD,5,True,False,1,True,False,False,0.38278251309093786,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Odd-hour Activity
106742b5-9291-4847-94a6-1f7e34dde444,2023-11-08,16:49:51,56e653aa-369e-4ae0-a818-57f7e82b89c4,925a7cc7-77d8-4783-94a8-15b66b17e1fe,India,Australia,PayPal,44211.44,INR,12,False,False,0,True,False,False,0.28865149482290364,False,High Transaction Velocity,False,False,False,False,Rapid Large Transfers
ed98ac90-1bb0-4210-88cb-36399cb30914,2023-11-24,04:08:36,a5fac7b8-2c26-4297-9255-267bf560bfaf,118f1c7f-8431-45f3-9aca-cbab9a408ed7,Australia,USA,bank transfer,110338.95,AUD,2,True,False,2,True,False,False,0.33026747351869684,False,High Transaction Amount,False,False,False,False,Odd-hour Activity
f1437e8d-39ff-490c-ab02-a601a1619732,2024-03-16,13:21:29,241be39f-62e4-436c-9ac5-67779cff9fd3,5f559ed5-5fab-4b79-ba82-3c0030d20e4a,Australia,India,Payoneer,29907.02,AUD,8,True,True,6,True,False,False,0.4356115047262788,False,High Transaction Velocity,False,False,False,False,Cross-border FX Risk
a50d428d-b2af-4346-90d0-532f95a7fb1f,2024-08-08,04:57:48,9aa49861-d89e-4e2f-a18f-7c70d3434dca,41039578-c4fb-49ac-a198-b78ee814ed52,Germany,France,Skrill,131570.72,EUR,3,True,True,2,True,False,False,0.36584516777580006,False,High Transaction Amount,False,False,False,False,Cross-border FX Risk
c828d4fe-6503-4a42-9cb2-b625389893e8,2024-01-09,20:22:11,1f96c7f5-ebd9-4724-8e18-9202ec5360fa,9982a94e-f956-4fec-93af-a6c5f59f3be4,Brazil,France,Skrill,40426.3,BRL,10,False,False,0,True,False,False,0.28721548122914925,False,High Transaction Velocity,False,False,False,False,Rapid Large Transfers
ac843aae-524b-48d2-806a-f1d89c883f34,2024-07-04,06:52:48,7ecfcb33-2175-4b61-ba8f-1af50fdc5966,652e4331-0058-4bbe-b5b0-d814e3f6658f,France,Germany,Cryptocurrency,81857.79,EUR,14,True,False,0,True,False,False,0.32745525971433953,False,High Transaction Velocity,False,False,False,False,Rapid Large Transfers
9948c9d6-a19a-4930-bfdf-1afa3b6b9722,2023-11-25,10:17:14,60a2ce9a-73b5-4dca-b657-1ce3159e1ef5,986c85fb-269b-44fe-857e-c725725b8cfc,UK,India,PayPal,194499.43,GBP,6,True,False,4,True,False,False,0.49985157992661366,False,"High Transaction Amount, High Transaction Velocity",False,False,False,False,Credential Stuffing/Brute Force
