Transaction_ID,Date,Time,Sender_ID,Receiver_ID,Sender_Country,Receiver_Country,Payment_Method,Transaction_Amount,Transaction_Currency,Transaction_Velocity,Unusual_Time,Multiple_Currency_Conversions,Repeated_Failed_Attempts,Is_Fraudulent,Is_Known_Fraudster,Is_Sanctioned_Entity,Suspicion_Score,Is_Suspicious,Suspicion_Reasons
6b9650e8-6636-41f9-8272-cba750d4232f,2024-05-14,17:52:09,56d9efb5-8e39-49ee-8f40-2022ebb5fcec,9b15e6b6-ce35-452c-b302-536e6f719c45,Japan,UK,Skrill,40781.26,JPY,6,False,False,0,True,False,False,0.5851630490799582,True,High Transaction Velocity
4e57f0e4-6563-4e2c-80f7-5a8cf9c1f2e4,2024-04-25,07:48:06,402e1458-95c6-4904-9074-0be1dbbae0a6,ad50f499-6bc2-498a-8d40-aaf680463682,India,Australia,UPI,99718.8,INR,10,False,False,0,True,False,False,0.6514102847101122,True,"High Transaction Amount, High Transaction Velocity"
08b091e1-d04e-4e81-ad49-1d66f288fdb4,2023-11-25,05:29:12,6af66abc-0eb7-4fad-93d7-c9a69edf934e,8b410fb5-6fd5-427a-b4f1-7aec5b67d5fe,Australia,India,Skrill,13721.47,AUD,8,False,False,3,True,False,False,0.6500945506106487,True,High Transaction Velocity
6fc0c5ec-499d-4921-bc6a-387fd5208ac0,2024-09-20,15:37:21,3a38ba52-a446-4780-a57b-268933db7228,1b4fa316-ecea-4355-bf2a-77e4a9664004,USA,Canada,Payoneer,182152.29,USD,10,True,False,2,True,False,False,0.857898211477365,True,"High Transaction Amount, High Transaction Velocity"
7b08cb35-6105-4b90-becf-5067c9e26fe1,2024-04-12,22:37:12,3e40102f-14d0-411f-86a5-dcefd3e98999,249f3fc5-8642-4dbd-82cb-4414eb831c5d,Germany,Australia,bank transfer,65656.06,EUR,5,True,False,4,True,False,False,0.628346425673765,True,High Transaction Velocity
f5986aa3-c1dc-4b80-8366-68023be184ea,2023-10-22,08:56:51,76a6b2fc-baf9-4903-b473-4372ac99b5e5,7aa5458a-802d-436b-99cd-9ab4ef160026,Australia,Germany,Payoneer,92479.61,AUD,8,True,False,0,True,False,False,0.6964638569216571,True,"High Transaction Amount, High Transaction Velocity"
51b79750-9677-445b-985c-2d7aef042514,2023-10-31,08:31:13,6ede4c59-2cd1-414f-bc6a-48cb4619dedd,87535b0b-ccc1-48c7-8380-b4273ffbcaa5,Japan,Canada,PayPal,81091.09,JPY,7,False,False,3,True,False,False,0.6812020289181904,True,High Transaction Velocity
7ee02a54-7d26-4746-b9c3-adcff06f91b1,2024-04-12,04:34:52,1edd393e-030f-4a30-985e-05ec9a835d7a,2c5be319-59bb-49be-aee7-cb4ab88dd886,Canada,Germany,PayPal,199423.4,CAD,10,True,False,0,True,False,False,0.8057841365411911,True,"High Transaction Amount, High Transaction Velocity"
d27015c6-2cc7-4169-bac6-a7eb8cf5bb02,2024-08-09,00:08:26,fbf20858-0067-4df6-a745-671452e72237,abe7d244-41b9-48b4-9a66-6f315299cb21,Germany,Canada,bank transfer,15840.15,EUR,9,True,False,3,True,False,False,0.6708527791715053,True,High Transaction Velocity
c0417dd9-43a4-449d-8d99-6255f4460347,2024-01-30,02:56:59,beceb091-79f3-44e5-a972-f3d680dc8a27,637d2ab6-c6e7-4d9d-91ba-22794bb6cdda,Canada,Canada,bank transfer,147397.64,CAD,15,False,False,6,True,False,False,0.9175373922579805,True,"High Transaction Amount, High Transaction Velocity"
c268479a-70b2-48ad-bf59-91b86798468a,2023-11-20,16:24:48,fed9e19b-3267-4e1e-b053-c37e275513be,00110d1f-efaf-43ab-885f-5f0c90062553,Australia,Australia,PayPal,29032.72,AUD,9,True,False,4,True,False,False,0.8459019525020056,True,High Transaction Velocity
4e320dea-14f0-46e2-a6ae-5916b904e5cd,2023-12-07,12:48:14,689dd750-da4c-48fc-b183-76fe5ed0feb0,afdab0ae-696a-4ee1-b3ec-6d08ff247a73,Germany,France,Payoneer,191842.46,EUR,9,True,False,3,True,False,False,0.7874360044974834,True,"High Transaction Amount, High Transaction Velocity"
6837d718-a76d-4525-8478-0ab013e74b90,2024-02-13,20:29:44,f482dca8-9b36-42c5-955a-592b2c96a36a,cff3b49a-a70f-4071-bfc7-76be08bf4bf3,France,Japan,PayPal,166939.58,EUR,8,False,False,3,True,False,False,0.8120600415402902,True,"High Transaction Amount, High Transaction Velocity"
56ba0ec5-0e5a-4da6-8c2b-c729583ad7ec,2024-08-08,07:52:00,58ef3e13-62a6-4c72-b1ae-53594fae620e,2fcd6888-50e4-4964-b586-12cc8259dbd0,Canada,Canada,Skrill,38808.72,CAD,8,False,False,2,True,False,False,0.6816600811588698,True,High Transaction Velocity
1301e28c-2c9d-4650-b9a0-8c8063170604,2024-03-18,07:30:50,6d561269-b163-4510-8a72-308c1d78699f,932c3d8e-940b-4a28-bab0-26fb69df4dca,India,Germany,Cryptocurrency,61748.51,INR,7,True,False,0,True,False,False,0.6477520351304611,True,High Transaction Velocity
48fca022-a593-4a2a-aac1-2f5cb1caf54b,2024-03-28,04:27:44,d4c6d178-ee4a-4555-b8d0-ba2b77831b90,10f1b95d-e586-4b4f-afb6-064618e246a2,Canada,Germany,PayPal,70401.25,CAD,6,True,True,0,True,False,False,0.6472510158761906,True,High Transaction Velocity
352c5cfe-982e-42ff-9042-61df9a8e5793,2023-12-25,04:36:19,243a812f-1248-4b60-bab7-c3fcba3c6c65,e3b558ae-c95d-4663-aceb-20a7df004fb1,USA,India,PayPal,18024.78,USD,7,False,False,0,True,False,False,0.5680715405152112,True,High Transaction Velocity
52e71590-7846-4662-9ff6-1d8431e6deef,2024-04-22,20:22:20,6eb823c9-f897-470d-a7f5-5f885f220c35,127dc753-97c3-4573-8afc-13b9b1591bf2,Japan,Brazil,Cryptocurrency,192063.99,JPY,12,True,False,2,True,False,False,0.8587599437169888,True,"High Transaction Amount, High Transaction Velocity"
c4b24160-77a2-4d08-9f77-134e4a5edc5d,2024-01-21,16:27:04,7253f050-a0ea-4761-b0ee-2f5e6db6fecf,ad62ef1d-14c4-4292-af14-9f723404084b,India,Netherlands,bank transfer,138180.27,INR,12,True,True,4,True,False,False,0.853927366517303,True,"High Transaction Amount, High Transaction Velocity"
7ce9dad2-25ca-4513-84d5-5cefda55522b,2024-04-18,11:21:45,ec58edc3-e5a0-4b9d-bce3-aa4df19c9613,09393053-251d-4297-b01a-32f12987c1cc,Canada,Netherlands,Cryptocurrency,141997.95,CAD,8,True,False,3,True,False,False,0.8927178948811434,True,"High Transaction Amount, High Transaction Velocity"
6d5e94d1-7ab6-452a-8ef0-4d65a01f4aff,2024-05-13,22:22:56,6d01709c-de2e-4b77-887b-a8a10829dcf4,6eda93f4-d55e-421f-9e43-9c761d230d40,India,UK,PayPal,71106.13,INR,7,False,False,4,True,False,False,0.6459569557369238,True,High Transaction Velocity
b7c3273c-edef-4d1a-91c2-4e9991ee103e,2024-02-25,16:05:13,f8a70d50-734c-405a-9f40-c4a4d1d5d705,837ec93c-09d5-49a5-8950-5a2bbebad36e,Brazil,Germany,UPI,78898.01,BRL,6,True,False,3,True,False,False,0.6029613684155705,True,High Transaction Velocity
4452ef76-05c7-4b42-9689-6260566cf1d0,2024-06-19,19:01:47,e18a8ccd-3e0e-41a5-a43c-f4d5bc1d3b69,bf053b8a-03cc-420f-b4f7-8e856d96c6a4,Japan,Germany,Skrill,131315.51,JPY,6,True,False,5,True,False,False,0.9045157961797058,True,"High Transaction Amount, High Transaction Velocity"
3fb41430-7e58-4eba-9228-c9759d93e59f,2023-10-21,10:56:49,a90e8a4f-175b-4be1-9b08-4763423447a6,48ba7d26-a512-420d-b898-c5faca7e050a,France,Netherlands,Payoneer,152884.13,EUR,10,False,False,4,True,False,False,0.8910679824099392,True,"High Transaction Amount, High Transaction Velocity"
faa20c54-db4f-438c-b480-c97f61af2252,2024-06-30,18:48:31,b2024374-0f65-4c40-9e3e-4c21f522f3cc,f5ecd92b-07ac-48a9-b5ac-dfcb673d031a,Netherlands,Japan,PayPal,29930.39,EUR,10,True,True,2,True,False,False,0.7410708888053257,True,High Transaction Velocity
7cddb4b0-d481-4da3-bd93-2f912957eb7c,2024-06-18,14:56:06,634eee98-4d68-46b4-8431-af9e5459c34e,620fbc37-fb10-4d1b-b1c0-27a3b6e1bf20,Netherlands,Brazil,UPI,133192.4,EUR,14,True,False,1,True,False,False,0.8027089901749234,True,"High Transaction Amount, High Transaction Velocity"
5c7f77b9-4fb3-45d3-9681-477b6b50c7d9,2023-11-15,15:04:18,edd4410b-d7f4-4477-99bd-13e70eee57f5,98c2c14b-2b14-4330-a6e8-85b184754fdb,UK,Netherlands,Skrill,108333.14,GBP,4,True,True,2,True,False,False,0.6805884747656731,True,High Transaction Amount
be4c2f85-e2f3-49e6-9a0f-a95a87410f90,2024-08-20,12:58:06,343e242b-77a6-4329-a4e0-69ee74023e26,63476c82-9add-4af2-8ca8-4a7345a60963,UK,USA,Cryptocurrency,140452.23,GBP,8,True,True,5,True,False,False,0.8604154861557848,True,"High Transaction Amount, High Transaction Velocity"
82c1246e-7333-48ba-a284-c8660dc49f55,2024-04-06,03:17:44,3004ed4c-d22a-44c2-9cbf-0004c7d92aca,4df35b3b-7d6d-4c6b-8778-1b431e2284b5,Germany,Australia,Payoneer,99539.06,EUR,10,False,True,5,True,False,False,0.8382533334645997,True,"High Transaction Amount, High Transaction Velocity"
822f45c4-d9c2-43de-a8cb-5f43108ab31c,2023-11-10,14:10:50,257d1641-78b4-4106-a916-847af3bc9649,f4e3adc6-5fe7-4401-b6eb-8ef626f63671,UK,India,Cryptocurrency,154393.93,GBP,10,False,False,5,True,False,False,0.8773614625581538,True,"High Transaction Amount, High Transaction Velocity"
799b526f-f280-409b-a102-0cada48250de,2024-02-29,16:46:43,b95d23c2-29f9-4cce-98f0-09bc627fa825,bd0c2179-cf7f-4e15-a598-23a78b765bab,Netherlands,Australia,PayPal,111368.26,EUR,9,False,True,2,True,False,False,0.8318707656444043,True,"High Transaction Amount, High Transaction Velocity"
fb90cd52-74a8-4b19-a15c-6846fc33c6ed,2024-07-15,21:47:19,e6c8c582-e38e-4f48-9513-188cb8aeff5e,46eb781a-200a-47f1-bf47-7cd283557ac5,Australia,Australia,bank transfer,123708.31,AUD,7,False,False,1,True,False,False,0.7953992182783213,True,"High Transaction Amount, High Transaction Velocity"
f0529edf-d1b3-4bc6-8ff7-454e49414e5d,2024-07-09,08:19:40,9fef5a2a-d95c-47cf-ade3-2baf843d9bdc,f0d561ac-d867-46c0-abb0-0dab90c4f658,France,Brazil,bank transfer,63195.1,EUR,7,True,False,7,True,False,False,0.8011211059331341,True,High Transaction Velocity
98970323-ce7e-4faa-a63a-70fb1015a090,2024-07-04,20:47:29,05ac2851-797f-4e35-b580-c43168c6ac6a,cd68a49c-777e-4fe4-bb9c-2af7cc8eb0d4,USA,Netherlands,Payoneer,156050.11,USD,8,False,False,5,True,False,True,0.6176981840774944,True,"High Transaction Amount, High Transaction Velocity"
2d3fc803-6e3c-4dba-8b77-4499df75b846,2023-12-18,07:34:20,6bc35d6c-94b5-4d68-bfbb-3c420bf53ea5,15055379-7756-4b96-9bdf-895db4dba173,Brazil,UK,Cryptocurrency,162900.67,BRL,10,False,False,4,True,False,False,0.8798458664016907,True,"High Transaction Amount, High Transaction Velocity"
89d9abb3-c1ef-480c-8ba6-84c70a841cf9,2024-06-21,04:16:04,eaf01ad8-f4c0-4f85-8dc3-a2ce02c6f0fa,4224357a-d151-427d-a476-71eec47b37b5,Brazil,Netherlands,bank transfer,104284.03,BRL,11,False,False,3,True,False,False,0.811674480082888,True,"High Transaction Amount, High Transaction Velocity"
d7693872-0a57-439a-9e42-4a201abbec9b,2024-01-04,10:40:05,638991dc-fd41-4239-97af-5aedac7fb583,fdda1bda-a504-4222-9f69-fd256c92a811,France,Germany,Cryptocurrency,49914.87,EUR,9,True,True,2,True,True,False,0.5344882150330236,True,"High Transaction Velocity, Known fraudster involved"
3110f11a-6891-4a05-8fa3-0263becede72,2024-02-23,07:03:28,dd224a45-fcf8-4491-9176-6decf6ecf2f6,4fe4b2b4-448f-49d7-b944-37b4567fb0d1,India,Germany,Skrill,106617.24,INR,7,False,True,0,True,False,False,0.8433641418359414,True,"High Transaction Amount, High Transaction Velocity"
ac8f56b7-bab9-4b6b-8514-4c1703ce81c2,2024-08-29,02:31:15,c26b0cd6-47b6-44c9-b6d6-d8623f3d99a4,363680d4-35e6-4af0-98ef-fbae5adc10da,Japan,France,Cryptocurrency,12239.03,JPY,4,True,False,5,True,False,False,0.6282061329786102,True,Unknown
7327c4c1-76c3-4cb1-9c0d-adb294558ea6,2024-04-04,16:27:31,53fa2229-fd14-4b5e-93b9-ebcc68e6d062,3c1a3bcb-0377-4d69-a32b-284f1b3eeb6e,India,Germany,Cryptocurrency,106893.9,INR,7,True,False,2,True,False,False,0.8139227090857913,True,"High Transaction Amount, High Transaction Velocity"
60a78d86-e48d-4204-98a7-d9d502def9be,2024-02-02,00:23:48,39c04416-a4e2-4f25-9ead-146a506a7933,da409dd2-a147-49b6-9805-4b790297da1b,Germany,Australia,bank transfer,76684.4,EUR,8,False,False,4,True,False,False,0.8655567763334387,True,High Transaction Velocity
eac59384-e0b1-485f-8ac9-2a8d9d0ad5fb,2024-06-26,06:37:28,f5fdbe15-dab2-4242-921d-d6a76b38ffc0,c2bd18dc-78be-4999-823f-dc836493c78e,Japan,France,PayPal,56657.56,JPY,9,False,False,3,True,False,False,0.6768906104212721,True,High Transaction Velocity
033843a3-e1f4-4fe1-8cad-5395dd8728c9,2024-01-25,21:25:36,38d3d3b0-3227-49fe-8731-b94d67fb11ff,80332782-98e2-49be-a13a-b27d105c1820,France,Japan,Payoneer,184152.59,EUR,5,False,True,1,True,False,False,0.7707349205946727,True,"High Transaction Amount, High Transaction Velocity"
bd5926d8-15fb-4718-ab03-8a7514b0cd24,2024-05-23,04:37:44,bc59fa52-8b52-4733-914f-69abad2dd993,c85c1ba4-21b2-4441-9cc4-f4ecdf9b3293,UK,France,Skrill,122910.94,GBP,3,True,False,3,True,False,False,0.7349705030154466,True,High Transaction Amount
780e6184-e769-41f1-9d22-3b68bdc9fb11,2024-05-25,12:59:53,cc227d6a-f32f-4aa5-9439-e299cb780821,bef43437-ccb9-4b4f-947c-e0e1a3a7aaea,Japan,Japan,bank transfer,122393.88,JPY,8,False,False,2,True,False,False,0.86801500159391,True,"High Transaction Amount, High Transaction Velocity"
540cf46d-6983-4e54-824e-bbfa6510ff0b,2024-01-18,13:13:25,e5d22d37-3968-4cd6-8a60-9a4f12dd23d8,23d475a1-fe93-4e22-b70b-8f2ac8d7366e,Japan,Germany,UPI,81388.84,JPY,5,False,False,4,True,False,False,0.5933681907773471,True,High Transaction Velocity
bb045410-15d6-46bb-81da-76eae1d58a2e,2024-03-20,05:47:30,fca673f3-a028-4e81-aeb8-1c254ae38403,622dcffb-9090-49cf-a9e8-1937c697c712,France,Japan,Payoneer,103124.89,EUR,5,False,True,6,True,False,False,0.8440562177912377,True,"High Transaction Amount, High Transaction Velocity"
3f6ea770-a7dc-47f7-98ec-6a859d7b69e7,2024-03-01,21:57:00,990a1858-9b60-4525-a549-24b4647c48de,e57409b2-4de7-4061-8a8c-69af6b73b40c,USA,Netherlands,PayPal,35428.87,USD,6,True,False,3,True,False,False,0.7403504121001512,True,High Transaction Velocity
07795312-2a8c-4a3f-85e4-258c7ad0eb80,2024-06-26,11:28:54,c6303ea6-ef2b-4e96-97d5-bdc2c9612b96,70ecfd59-b7ad-4c26-9739-653dbccea0c4,France,France,bank transfer,70843.61,EUR,8,False,False,2,True,False,False,0.6097598015884631,True,High Transaction Velocity
cb00b90e-2f54-43fd-9c01-21057101bec9,2024-04-07,20:28:59,2330b531-6942-4117-a5eb-d5a3fa7a3c7b,38122cae-3915-433b-aa77-b4ebc4495b93,Japan,Japan,bank transfer,115425.11,JPY,3,True,False,2,True,False,False,0.682121915851702,True,High Transaction Amount
49956cab-fac7-401f-9c1d-d2a0b5c21088,2023-11-15,02:48:15,657700f9-8fbf-498a-95e5-877716166012,2c1b658f-e796-4580-b5ed-e73cec567880,Germany,Japan,PayPal,108646.5,EUR,12,False,False,2,True,False,False,0.8223501081743201,True,"High Transaction Amount, High Transaction Velocity"
8bb2c8fe-23f9-4665-b099-bb450808b35b,2023-12-26,13:02:01,a7d15ef0-affb-476f-9ba3-ef34a32b5bf3,712134b6-78d4-4f59-939a-e8fd799a546d,France,USA,PayPal,18697.91,EUR,7,True,True,1,True,False,False,0.7102226608811069,True,High Transaction Velocity
3ec1bf5f-ea79-4c3c-b914-2ec517185205,2024-01-16,11:06:41,7bbf6304-976e-4da3-8307-0256117a4869,e17f63f1-353c-4bb9-960d-1119f1551ee1,Netherlands,Germany,Skrill,47460.66,EUR,7,True,False,1,True,False,False,0.6737958412794885,True,High Transaction Velocity
d29cb215-3d9e-4cf5-8002-7d4ec41b63f5,2024-07-04,05:50:40,16f5ef93-9108-4c85-a63d-39872305fa82,ef1f90f6-a4d9-463c-9e67-72b04d444769,Germany,USA,PayPal,4561.95,EUR,7,False,False,6,True,False,False,0.7638449300993202,True,High Transaction Velocity
a76ff812-71b8-40b4-bc1d-6bf3bd71f4a0,2024-08-19,16:26:39,6eaf3882-0e15-4b1d-a5df-f82a1ad18340,d89bb853-9324-4499-9966-c806e95e71a5,USA,Canada,PayPal,23244.03,USD,6,True,False,3,True,False,False,0.6750328032332304,True,High Transaction Velocity
53a928b5-26c7-4eb4-b990-b0724852ff9c,2024-06-21,05:10:21,f9a0accd-c6a9-4242-b699-299bc8e7f265,1002d670-d592-4c62-a3d5-984f212406e6,France,Netherlands,PayPal,40761.64,EUR,10,False,False,7,True,False,False,0.8316343975061647,True,High Transaction Velocity
8ce72b04-f6ab-4c2e-b34c-c9ff3ce33afb,2024-05-05,07:20:06,0e64e97b-4990-4908-b38f-ff05b67ef2db,b0e75a1e-cee5-48e6-a862-800680cd92a9,Australia,France,Cryptocurrency,35591.21,AUD,6,True,True,3,True,False,False,0.7258466527168452,True,High Transaction Velocity
b008cc4e-e36a-4df3-834e-87db9268d032,2024-07-18,17:56:54,ba373c96-03c3-4a52-a291-039082ad0fca,3c72d944-6e39-4829-b43c-65ca5750f377,Japan,Netherlands,Cryptocurrency,85675.78,JPY,6,False,False,1,True,False,False,0.5019857174115547,True,High Transaction Velocity
bc477ad7-8b53-4660-a4e6-284a9009662b,2024-09-26,06:16:17,04c0ac7d-1528-4ec3-b003-39d70c8859bc,b7f33ea0-ead7-457c-b80b-149fa82da6de,Brazil,India,Payoneer,95572.04,BRL,8,True,False,1,True,False,False,0.5998913494876248,True,"High Transaction Amount, High Transaction Velocity"
1f0aceee-7826-465b-aa55-cf19fb265a7f,2024-07-27,04:54:49,2dd4c10f-5b9c-4d65-b7ad-94b0a2a305aa,9b95cd60-c521-4752-b686-7bd1372680fa,UK,Germany,Payoneer,41200.24,GBP,7,False,True,4,True,False,False,0.7964570367792869,True,High Transaction Velocity
c356af33-2fd1-4850-956c-aae769712177,2024-08-24,20:16:03,46c347c4-b287-45f1-a6c2-9b22bc9e3e7d,93019e80-d2c8-449c-af65-77c3ea755f7c,UK,France,Cryptocurrency,196055.88,GBP,7,True,False,6,True,False,False,0.8856322041902571,True,"High Transaction Amount, High Transaction Velocity"
e0d19e8e-ff8b-41af-9397-d90fd7c6cb90,2024-03-24,05:18:19,fae2bb78-9590-4a04-8ae0-488e8e94c2ba,e1495c6a-11b7-4ad1-af12-924a7aee4a3d,Canada,France,UPI,27333.3,CAD,10,False,False,4,True,False,False,0.8327151883828162,True,High Transaction Velocity
c8ffebfe-d106-49ef-9939-a315fb27a306,2024-02-26,21:18:35,e32158e7-20ea-4424-b5cf-ebe14f7a6432,062fb3bd-fc88-48f4-9e34-47f687a75f97,Netherlands,Japan,UPI,70784.04,EUR,11,False,False,2,True,False,False,0.61252663346583,True,High Transaction Velocity
f4189446-673f-4fa4-aa54-09254a488bb3,2024-05-02,00:57:49,c7fbb4d7-a89d-46c0-959d-977378bf6172,5834607e-6eae-4dfd-962b-8d3f43ca5fda,France,Brazil,UPI,746.88,EUR,9,True,False,5,True,False,False,0.7730755236960448,True,High Transaction Velocity
4a96b280-6b77-4116-a468-a58b06f2d3f6,2024-04-26,21:14:37,a5874143-353b-4f6f-8b5c-cae8655d1128,c719b268-65c3-43c3-ba40-f27b18165378,Germany,India,bank transfer,131954.65,EUR,8,True,False,8,True,False,False,0.8055063989484822,True,"High Transaction Amount, High Transaction Velocity"
7079a9e4-ff6c-4b31-aa8d-90f63b7d0761,2023-10-29,16:54:50,9b7537bd-769f-4400-8988-5c4250f08586,49083a31-32f8-4511-b488-9b27f41368f1,India,Japan,Skrill,179446.53,INR,6,True,True,0,True,False,False,0.8198296320660308,True,"High Transaction Amount, High Transaction Velocity"
6daa197f-0422-48f0-99e2-1e15d51baff2,2024-08-05,11:53:45,941f935a-d8a8-4bcc-807c-dbb64d80dda2,d6b09f91-a582-44e3-9d26-53fee5d31e55,France,UK,Payoneer,89519.42,EUR,7,False,False,1,True,False,False,0.5048068316737497,True,"High Transaction Amount, High Transaction Velocity"
cb1fc3bd-ec6a-4068-b772-9f6ee822ff60,2024-01-26,07:27:13,c91577ec-5b4a-4645-bc38-b31bbc1f07d5,557e242d-1cac-4f8c-9bc3-bda10f5f6065,UK,India,PayPal,177149.85,GBP,11,True,False,6,True,False,False,0.9226815150256654,True,"High Transaction Amount, High Transaction Velocity"
827887ea-c58d-4e99-bfd5-7bfc270cdde8,2023-11-19,17:23:52,7b94937c-3ec6-4fb9-822f-76325b0e7a44,04c901e7-a238-4009-b715-bb84e3363a5d,USA,Canada,bank transfer,152671.79,USD,9,True,False,2,True,False,False,0.8245517892502563,True,"High Transaction Amount, High Transaction Velocity"
cbca5c3f-a412-4c2d-a256-1ea4faeb4d9d,2024-03-25,09:42:27,3bd8e2fe-4544-4330-bf03-c9f15de13f31,d7cb30d0-85f0-4771-9414-7c9f2347beb5,Australia,India,Skrill,16400.09,AUD,6,True,False,1,True,False,False,0.5690361913038839,True,High Transaction Velocity
0297e063-8ea8-4b9e-bb4d-4327c4b951e6,2024-05-21,01:09:05,d5a87a5f-8379-48eb-9a16-a03a84248da3,bec1ef23-239e-48ca-8740-223851feb3a1,USA,Japan,Cryptocurrency,154356.17,USD,7,False,False,0,True,False,False,0.8032554816157672,True,"High Transaction Amount, High Transaction Velocity"
32a03e99-0ea4-46a4-9048-87c2cbd2e439,2024-06-03,03:00:02,1b6f9739-54b6-4a52-a046-b0c4251f4045,e27e146b-96c6-4a5b-b98d-d30503d3e045,Germany,USA,Skrill,189705.1,EUR,11,True,True,2,True,False,False,0.8077226076129084,True,"High Transaction Amount, High Transaction Velocity"
6062e741-10ad-4608-951a-2c35e6a5f0bc,2024-05-21,14:19:06,4243790d-d3db-4c70-bfe5-571ea14197a7,be912447-fe24-4bdd-b45e-346f720198b4,USA,Brazil,bank transfer,111025.45,USD,6,True,True,6,True,False,False,0.8757341286155242,True,"High Transaction Amount, High Transaction Velocity"
280be219-fa41-46c4-8e7f-c40df1123431,2023-11-03,00:12:20,bf558f57-0c11-44b0-9f58-8f60f407b72c,0194cf6d-b2ea-431f-a48e-0d5cc89e7f94,UK,Germany,Payoneer,171543.92,GBP,10,True,True,0,True,False,False,0.810869685507346,True,"High Transaction Amount, High Transaction Velocity"
7e279da1-0c79-48bb-991f-92a5aba3f43d,2023-12-03,05:22:34,a5b16e06-f95c-42a8-b711-ed1bbe9bb838,9929283b-b684-4fad-9c72-e0a63eb77b10,Japan,USA,bank transfer,193618.83,JPY,8,True,True,1,True,False,False,0.8175577249419912,True,"High Transaction Amount, High Transaction Velocity"
5cb0f30a-6311-4038-b832-5521432aa5a1,2023-12-26,13:45:02,2b128eaf-98a2-4115-abec-152fdb61f3a2,b15fb0fb-98ff-4530-944b-171f63e2f6d0,Canada,France,PayPal,117905.73,CAD,12,True,True,2,True,False,False,0.8617192773397245,True,"High Transaction Amount, High Transaction Velocity"
8b768f19-bf9d-4cd6-bf0f-edd42fda4462,2024-09-22,12:22:52,5060fc61-6593-4f44-9f6b-dd4c632a74a9,fda445bd-fad4-43a2-88e9-12d5516d9f1b,Australia,USA,bank transfer,73115.25,AUD,9,False,False,1,True,False,False,0.627759099824764,True,High Transaction Velocity
